payer_name,payer_alias,state_or_region,line_of_business,document_title,document_type,document_url,source_page_url,discovery_path,file_type,policy_number,effective_date,last_updated_date,http_status,content_hash_sha256,file_size_bytes,requires_auth,render_mode,extraction_method,confidence_score,scrape_timestamp_utc,notes
Cigna Healthcare,Cigna,National,Exchange,PPACA No Cost-Share Preventive Drug List (for the Cigna National Preferred Drug List) [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/ppaca-zerodollar-prevcoverage-for-cnpf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,ec18c111cf53db2a14e5be86ccba30cf512b1aa4477bf3abbbcd9bd14f0dacac,129942,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:31Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Generics Drug List [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/generic-preventive.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,608d2260fc3a45ed2b978f6f3e45680e90170d75905e7968eaf11818cfdceeaa,100806,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:33Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Generics Drug List – Standard (for the Cigna National Preferred Drug List) [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/genericpreventive-standard-for-cnpf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,cea24cb1dc49d4136288b9b977004a36df13990fd38bb5d64ae8ac0d6bfd9314,102543,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:34Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Generics Drug List – Standard Plus (for the Cigna National Preferred Drug List) [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/genericpreventive-standardplus-for-cnpf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,ef7d0f10c96296a6d019286729019ad5129001be1b91edee864cc59793b5d5b7,105080,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:34Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Generics and Preferred Brands Drug List (for the Cigna Standard and Performance Drug Lists) [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/prev-gen-and-pb-for-std-perf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,ac3028ef3baf441b7b617696564cd823b2081b0652d6affbdcdfd1b4f5974735,112011,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:36Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Generics and Preferred Brands Drug List (for the Cigna Value and Advantage Drug Lists) [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/prev-gen-and-pb-for-value-adv.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,f2f105427642a2c5648181d0fe277fad9faf26b5fc67a3e310540ca623b2116d,111422,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:37Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Generics and Preferred Brands Drug List (for the Cigna Legacy (Standard) and Legacy (Performance) Drug Lists) [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/prev-gen-and-pb-for-legacy.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,4277fcf97fe6ebe8e931b7fd104a074418e3bda2d9c3d7ec9371af2b5a662ba1,112635,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:39Z,
Cigna Healthcare,Cigna,National,Multiple,All Preventives Drug List (for the Cigna Standard and Performance Drug Lists) [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/all-prev-std-perf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,50c853d92f4df9653aed7e49d381cc0f10ab8639f993cecc5f5bd4559b3aa5c3,112445,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:40Z,
Cigna Healthcare,Cigna,National,Multiple,All Preventives Drug List (for the Cigna Legacy (Standard) and Legacy (Performance) Drug Lists) [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/all-prev-legacy.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,240dbd0e5de91a643be4be9c75d4ba7a7e990e5691b4c27b956f41bce9adf845,121504,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:41Z,
Cigna Healthcare,Cigna,National,Multiple,All Preventives Drug List (for the Cigna Value and Advantage Drug Lists) [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/all-prev-value-adv.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,0074b08efc7b0d2375cece5a5205fb68e11b462034a798575fd8fc4f42b8c011,112046,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:42Z,
Cigna Healthcare,Cigna,National,Multiple,All Preventives Drug List – Standard (for the Cigna National Preferred Drug List) [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/all-prev-standard-for-cnpf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,9b36791305d5c49a02d3c586e1a1243b60c8cb10de30c4b209eb949a22c8d559,135041,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:43Z,
Cigna Healthcare,Cigna,National,Multiple,All Preventives Drug List – Standard Plus (for the Cigna National Preferred Drug List) [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/all-prev-standardplus-for-cnpf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,cd12af76238ae5e87467d02d887103602efdc9867c8a48bac965eb53b6ec9b03,147925,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:44Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Generics and Preferred Brands Drug List - Standard (for the Cigna National Preferred Drug List) [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/prev-gen-and-pb-standard-for-cnpf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,c101661c281817a36db3ef28010573a9ab32ea94eef62687bd82ac4d3e67c7d8,121460,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:45Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Generics and Preferred Brands Drug List - Standard Plus (for the Cigna National Preferred Drug List) [PDF],formulary,https://www.cigna.com/static/www-cigna-com/docs/ifp/prev-gen-and-pb-standardplus-for-cnpf.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,feeef871cf2ba6e0aa1e771b95280eec39b98a65af29f0ac4c0d2f8312b3b57c,134429,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:46Z,
Cigna Healthcare,Cigna,National,Multiple,"Preventive Diabetes Supplies (for the Standard, Value, Performance, and Advantage Drug Lists) [PDF]",drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/diabetic-supplies-std-val-per-adv.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,48a9c88ec51b014e98a48201675e5610d9abdd3b27be02a372039d33911f5ef8,81629,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:47Z,
Cigna Healthcare,Cigna,National,Multiple,Preventive Diabetes Supplies (for the Legacy Standard and Legacy Performance Drug Lists) [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/diabetic-supplies-legacy.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,4d383f6d6bad18e78e6114f74440e230b82b474e7247030f099f9081d693eb91,82988,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:48Z,
Cigna Healthcare,Cigna,National,Multiple,2026 Prescription Drug List Changes [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/2026-prescription-drug-list-changes.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,1e9e6c0c6b17840b15882586fd31aa5ed2d02b711d668496c7b5a6f60ad36218,2638427,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:53Z,
Cigna Healthcare,Cigna,National,Commercial,Copay Assurance Plan Drug List [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/copay-assurance-plan-drug-list.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,2d5a8e4dcd2594b254e1d095e0dd4ff68458aa51097b612843286032515430b6,241346,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:52Z,
Cigna Healthcare,Cigna,National,Multiple,Ver la Lista nacional de medicamentos con receta preferidos de Cigna Healthcare (en inglés),formulary,https://www.cigna.com/static/www-cigna-com/es-us/docs/individuals-families/member-resources/prescription/cigna-national-preferred-formulary-abridged.pdf,https://www.cigna.com/es-us/individuals-families/member-guide/offered-by-employers-drug-list,seed:cigna.com > robots.txt > sitemap.xml > index:/es-us/individuals-families/member-guide/offered-by-emplo... > anchor[href$='.pdf'],pdf,,,,200,aec840fdbe0bf192a9902dd803e27c6afe686e8ef313e81f3f248431fa5a67aa,872717,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:53Z,redirected to https://legacy.cigna.com/static/www-cigna-com/es-us/docs/individuals-families/member-resources/prescription/cigna-national-preferred-formulary-abridged.pdf
Cigna Healthcare,Cigna,National,Commercial,View the Cigna Healthcare National Preferred Formulary,formulary,https://www.cigna.com/static/www-cigna-com/docs/individuals-families/member-resources/prescription/cigna-national-preferred-formulary-abridged.pdf,https://www.cigna.com/individuals-families/member-guide/offered-by-employers-drug-list,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/offered-by-employers-d... > anchor[href$='.pdf'],pdf,,,,200,077a8d3bd8820d00a2106cf0ebcd8cc475c866564a4f73c496ef57d052ec8103,871360,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:53Z,redirected to https://legacy.cigna.com/static/www-cigna-com/docs/individuals-families/member-resources/prescription/cigna-national-preferred-formulary-abridged.pdf
Cigna Healthcare,Cigna,National,Commercial,CHCP - Resources - Coverage Policies,formulary,https://static.cigna.com/assets/chcp/resourceLibrary/coveragePolicies/index.html,https://www.cigna.com/health-care-providers/coverage-and-claims/policies,seed:cigna.com > robots.txt > seed_path:/health-care-providers/coverage-and-claims/policies > redirect:www.cigna.com > index:/health-care-providers/coverage-and-claims/policies > anchor[href],html,FOR,,,200,906641d737eae8a1d537054d38dc65102aec517ba147d0a8bd2244fd9cb1521e,17038,N,static,css_selector|regex,0.85,2026-09-07T06:09:48Z,
Cigna Healthcare,Cigna,National,Commercial,Preventive Care Services,medical_policy,https://static.cigna.com/assets/chcp/pdf/coveragePolicies/medical/ad_a004_administrativepolicy_preventive_care_services.pdf,https://www.cigna.com/health-care-providers/coverage-and-claims/policies,seed:cigna.com > robots.txt > seed_path:/health-care-providers/coverage-and-claims/policies > redirect:www.cigna.com > index:/health-care-providers/coverage-and-claims/policies > anchor[href$='.pdf'],pdf,A004,,,200,73da237cd36ba5af97ad40f472a389b2a2f84b6374a0961a0fbc4f49f2a39101,701187,N,static,css_selector|pdf_text|regex,0.88,2026-09-07T06:09:50Z,
Cigna Healthcare,Cigna,National,Multiple,Facility Contract Detail Form,other,https://static.cigna.com/assets/chcp/pdf/resourceLibrary/behavioral/authorization-and-billing-resource.pdf,https://www.cigna.com/health-care-providers/coverage-and-claims/precertification,seed:cigna.com > robots.txt > sitemap.xml > index:/health-care-providers/coverage-and-claims/precertification > anchor[href$='.pdf'],pdf,2020-142,,,200,d91de668e652fe36a7c8071418429e3460bdd08a80a545bae6b4c11f46a136db,245881,N,static,css_selector|pdf_text|regex,0.79,2026-09-07T06:09:53Z,
Cigna Healthcare,Cigna,National,Commercial,IFP Cambios en la cobertura de medicamentos [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/es-us/docs/ifp/m-26-rx-all-989894-2026-ifp-prescription-drug-list-changes.pdf,https://www.cigna.com/es-us/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/es-us/individuals-families/member-guide/prescription-dru... > anchor[href$='.pdf'],pdf,,,,200,972f46b22273ef8007e7c72dbb4ccec3ebb8a576ca87b70707efb672b345d22a,1125984,N,static,css_selector|pdf_text,0.86,2026-09-07T06:09:59Z,
Cigna Healthcare,Cigna,National,Exchange,IFP Patient Assurance Program Flyer [PDF],other,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-all-971325-ifp-patient-assurance-program-flyer.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,b6b4c6c75cddc06c40241c6e8bac5b3bf99a6aa18e6f1c59367854f8c3d5252a,136835,N,static,css_selector|pdf_text,0.72,2026-09-07T06:09:56Z,
Cigna Healthcare,Cigna,National,Exchange,IFP Diabetes Care Supplies [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-all-971336-ifp-diabetes-care-supplies-customer-flyer.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,aee7a6cacd48193276e3f6188b988275e7cd548fbd9e944021b8abbebba365c6,446840,N,static,css_selector|pdf_text,0.78,2026-09-07T06:09:58Z,
Cigna Healthcare,Cigna,National,Exchange,IFP Diabetes Care Solutions [PDF],drug_list,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-fly-all-988099-ifp-diabetes-care-solutions-broker-customer-flyer.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,610a761f7827ae9f91a0df39579d1fc7ed1ef98c7a60ccdde9d8a727f81d89a2,217690,N,static,css_selector|pdf_text,0.78,2026-09-07T06:09:58Z,
Cigna Healthcare,Cigna,National,Multiple,IFP Asthma/COPD Medication Copay Maximum–Select Plans Only Flyer [PDF],other,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-all-971331-ifp-asthma-copd-medication-copay-maximum-select-plans-only-flyer.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,0e07a9ca45c003d34531c7f6f495043d08deaace40e6f67e48702429b6753439,49754,N,static,css_selector|pdf_text,0.72,2026-09-07T06:09:59Z,
Cigna Healthcare,Cigna,National,Multiple,IFP Heart Care Flyer [PDF],other,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-all-971330-ifp-heart-care-flyer.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,490dc9edf601675f475f691a2f6150d83aa8c35874b42852356f1c35eb39a264,47898,N,static,css_selector|pdf_text,0.72,2026-09-07T06:09:59Z,
Cigna Healthcare,Cigna,National,Multiple,Express Scripts Pharmacy Flyer [PDF],other,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-26-rx-all-971314-express-scripts-pharmacy-flyer.pdf,https://www.cigna.com/individuals-families/member-guide/prescription-drug-lists,seed:cigna.com > robots.txt > sitemap.xml > index:/individuals-families/member-guide/prescription-drug-lists > anchor[href$='.pdf'],pdf,,,,200,03b3c5928fb4939a441f09742525b83e2f879849a57eb01fd711aa4e819d192c,219701,N,static,css_selector|pdf_text,0.72,2026-09-07T06:10:01Z,
